,FileName,XResolution,YResolution,ExposureTime,FNumber,ISO,DateTime,MaxApertureValue,WhiteBalance,FocusPosition,FocusDistance
452,20180611041801.JPG,300,300,0.01666666667,8,200,2018/06/11 04:18:01,2.82842712474619,FLASH       ,17,0.298538261891796
453,20180611041811.JPG,300,300,0.01666666667,8,200,2018/06/11 04:18:11,2.82842712474619,FLASH       ,17,0.298538261891796
454,20180611041821.JPG,300,300,0.01666666667,8,200,2018/06/11 04:18:21,2.82842712474619,FLASH       ,17,0.298538261891796
455,20180611041831.JPG,300,300,0.01666666667,8,200,2018/06/11 04:18:31,2.82842712474619,FLASH       ,17,0.298538261891796
456,20180611041841.JPG,300,300,0.01666666667,8,200,2018/06/11 04:18:41,2.82842712474619,FLASH       ,17,0.298538261891796
457,20180611041851.JPG,300,300,0.01666666667,8,200,2018/06/11 04:18:51,2.82842712474619,FLASH       ,17,0.298538261891796
458,20180611041901.JPG,300,300,0.01666666667,8,200,2018/06/11 04:19:01,2.82842712474619,FLASH       ,17,0.298538261891796
459,20180611041911.JPG,300,300,0.01666666667,8,200,2018/06/11 04:19:11,2.82842712474619,FLASH       ,17,0.298538261891796
460,20180611041921.JPG,300,300,0.01666666667,8,200,2018/06/11 04:19:21,2.82842712474619,FLASH       ,17,0.298538261891796
461,20180611041931.JPG,300,300,0.01666666667,8,200,2018/06/11 04:19:31,2.82842712474619,FLASH       ,17,0.298538261891796
462,20180611041941.JPG,300,300,0.01666666667,8,200,2018/06/11 04:19:41,2.82842712474619,FLASH       ,17,0.298538261891796
463,20180611041951.JPG,300,300,0.01666666667,8,200,2018/06/11 04:19:51,2.82842712474619,FLASH       ,17,0.298538261891796
464,20180611042001.JPG,300,300,0.01666666667,8,200,2018/06/11 04:20:01,2.82842712474619,FLASH       ,17,0.298538261891796
465,20180611042011.JPG,300,300,0.01666666667,8,200,2018/06/11 04:20:11,2.82842712474619,FLASH       ,17,0.298538261891796
466,20180611042021.JPG,300,300,0.01666666667,8,200,2018/06/11 04:20:21,2.82842712474619,FLASH       ,17,0.298538261891796
467,20180611042031.JPG,300,300,0.01666666667,8,200,2018/06/11 04:20:31,2.82842712474619,FLASH       ,17,0.298538261891796
468,20180611042041.JPG,300,300,0.01666666667,8,200,2018/06/11 04:20:41,2.82842712474619,FLASH       ,17,0.298538261891796
469,20180611042051.JPG,300,300,0.01666666667,8,200,2018/06/11 04:20:51,2.82842712474619,FLASH       ,17,0.298538261891796
470,20180611042101.JPG,300,300,0.01666666667,8,200,2018/06/11 04:21:01,2.82842712474619,FLASH       ,17,0.298538261891796
471,20180611042111.JPG,300,300,0.01666666667,8,200,2018/06/11 04:21:11,2.82842712474619,FLASH       ,17,0.298538261891796
472,20180611042121.JPG,300,300,0.01666666667,8,200,2018/06/11 04:21:21,2.82842712474619,FLASH       ,17,0.298538261891796
473,20180611042131.JPG,300,300,0.01666666667,8,200,2018/06/11 04:21:31,2.82842712474619,FLASH       ,17,0.298538261891796
474,20180611042141.JPG,300,300,0.01666666667,8,200,2018/06/11 04:21:41,2.82842712474619,FLASH       ,17,0.298538261891796
475,20180611042151.JPG,300,300,0.01666666667,8,200,2018/06/11 04:21:51,2.82842712474619,FLASH       ,17,0.298538261891796
476,20180611042201.JPG,300,300,0.01666666667,8,200,2018/06/11 04:22:01,2.82842712474619,FLASH       ,17,0.298538261891796
477,20180611042211.JPG,300,300,0.01666666667,8,200,2018/06/11 04:22:11,2.82842712474619,FLASH       ,17,0.298538261891796
478,20180611042221.JPG,300,300,0.01666666667,8,200,2018/06/11 04:22:21,2.82842712474619,FLASH       ,17,0.298538261891796
479,20180611042231.JPG,300,300,0.01666666667,8,200,2018/06/11 04:22:31,2.82842712474619,FLASH       ,17,0.298538261891796
480,20180611042241.JPG,300,300,0.01666666667,8,200,2018/06/11 04:22:41,2.82842712474619,FLASH       ,17,0.298538261891796
481,20180611042251.JPG,300,300,0.01666666667,8,200,2018/06/11 04:22:51,2.82842712474619,FLASH       ,17,0.298538261891796
482,20180611042301.JPG,300,300,0.01666666667,8,200,2018/06/11 04:23:01,2.82842712474619,FLASH       ,17,0.298538261891796
483,20180611042311.JPG,300,300,0.01666666667,8,200,2018/06/11 04:23:11,2.82842712474619,FLASH       ,17,0.298538261891796
484,20180611042321.JPG,300,300,0.01666666667,8,200,2018/06/11 04:23:21,2.82842712474619,FLASH       ,17,0.298538261891796
485,20180611042331.JPG,300,300,0.01666666667,8,200,2018/06/11 04:23:31,2.82842712474619,FLASH       ,17,0.298538261891796
486,20180611042341.JPG,300,300,0.01666666667,8,200,2018/06/11 04:23:41,2.82842712474619,FLASH       ,17,0.298538261891796
487,20180611042351.JPG,300,300,0.01666666667,8,200,2018/06/11 04:23:51,2.82842712474619,FLASH       ,17,0.298538261891796
488,20180611042401.JPG,300,300,0.01666666667,8,200,2018/06/11 04:24:01,2.82842712474619,FLASH       ,17,0.298538261891796
489,20180611042411.JPG,300,300,0.01666666667,8,200,2018/06/11 04:24:11,2.82842712474619,FLASH       ,17,0.298538261891796
490,20180611042421.JPG,300,300,0.01666666667,8,200,2018/06/11 04:24:21,2.82842712474619,FLASH       ,17,0.298538261891796
491,20180611042431.JPG,300,300,0.01666666667,8,200,2018/06/11 04:24:31,2.82842712474619,FLASH       ,17,0.298538261891796
492,20180611042441.JPG,300,300,0.01666666667,8,200,2018/06/11 04:24:41,2.82842712474619,FLASH       ,17,0.298538261891796
493,20180611042451.JPG,300,300,0.01666666667,8,200,2018/06/11 04:24:51,2.82842712474619,FLASH       ,17,0.298538261891796
494,20180611042501.JPG,300,300,0.01666666667,8,200,2018/06/11 04:25:01,2.82842712474619,FLASH       ,17,0.298538261891796
495,20180611042511.JPG,300,300,0.01666666667,8,200,2018/06/11 04:25:11,2.82842712474619,FLASH       ,17,0.298538261891796
496,20180611042521.JPG,300,300,0.01666666667,8,200,2018/06/11 04:25:21,2.82842712474619,FLASH       ,17,0.298538261891796
497,20180611042531.JPG,300,300,0.01666666667,8,200,2018/06/11 04:25:31,2.82842712474619,FLASH       ,17,0.298538261891796
498,20180611042541.JPG,300,300,0.01666666667,8,200,2018/06/11 04:25:41,2.82842712474619,FLASH       ,17,0.298538261891796
499,20180611042551.JPG,300,300,0.01666666667,8,200,2018/06/11 04:25:51,2.82842712474619,FLASH       ,17,0.298538261891796
500,20180611042601.JPG,300,300,0.01666666667,8,200,2018/06/11 04:26:01,2.82842712474619,FLASH       ,17,0.298538261891796
501,20180611042611.JPG,300,300,0.01666666667,8,200,2018/06/11 04:26:11,2.82842712474619,FLASH       ,17,0.298538261891796
502,20180611042621.JPG,300,300,0.01666666667,8,200,2018/06/11 04:26:21,2.82842712474619,FLASH       ,17,0.298538261891796
503,20180611042631.JPG,300,300,0.01666666667,8,200,2018/06/11 04:26:31,2.82842712474619,FLASH       ,17,0.298538261891796
504,20180611042641.JPG,300,300,0.01666666667,8,200,2018/06/11 04:26:41,2.82842712474619,FLASH       ,17,0.298538261891796
505,20180611042651.JPG,300,300,0.01666666667,8,200,2018/06/11 04:26:51,2.82842712474619,FLASH       ,17,0.298538261891796
506,20180611042701.JPG,300,300,0.01666666667,8,200,2018/06/11 04:27:01,2.82842712474619,FLASH       ,17,0.298538261891796
507,20180611042711.JPG,300,300,0.01666666667,8,200,2018/06/11 04:27:11,2.82842712474619,FLASH       ,17,0.298538261891796
508,20180611042721.JPG,300,300,0.01666666667,8,200,2018/06/11 04:27:21,2.82842712474619,FLASH       ,17,0.298538261891796
509,20180611042731.JPG,300,300,0.01666666667,8,200,2018/06/11 04:27:31,2.82842712474619,FLASH       ,17,0.298538261891796
510,20180611042741.JPG,300,300,0.01666666667,8,200,2018/06/11 04:27:41,2.82842712474619,FLASH       ,17,0.298538261891796
511,20180611042751.JPG,300,300,0.01666666667,8,200,2018/06/11 04:27:51,2.82842712474619,FLASH       ,17,0.298538261891796
512,20180611042801.JPG,300,300,0.01666666667,8,200,2018/06/11 04:28:01,2.82842712474619,FLASH       ,17,0.298538261891796
513,20180611042811.JPG,300,300,0.01666666667,8,200,2018/06/11 04:28:11,2.82842712474619,FLASH       ,17,0.298538261891796
514,20180611042821.JPG,300,300,0.01666666667,8,200,2018/06/11 04:28:21,2.82842712474619,FLASH       ,17,0.298538261891796
515,20180611042831.JPG,300,300,0.01666666667,8,200,2018/06/11 04:28:31,2.82842712474619,FLASH       ,17,0.298538261891796
516,20180611042841.JPG,300,300,0.01666666667,8,200,2018/06/11 04:28:41,2.82842712474619,FLASH       ,17,0.298538261891796
517,20180611042851.JPG,300,300,0.01666666667,8,200,2018/06/11 04:28:51,2.82842712474619,FLASH       ,17,0.298538261891796
518,20180611042901.JPG,300,300,0.01666666667,8,200,2018/06/11 04:29:01,2.82842712474619,FLASH       ,17,0.298538261891796
519,20180611042911.JPG,300,300,0.01666666667,8,200,2018/06/11 04:29:11,2.82842712474619,FLASH       ,17,0.298538261891796
520,20180611042921.JPG,300,300,0.01666666667,8,200,2018/06/11 04:29:21,2.82842712474619,FLASH       ,17,0.298538261891796
521,20180611042931.JPG,300,300,0.01666666667,8,200,2018/06/11 04:29:31,2.82842712474619,FLASH       ,17,0.298538261891796
522,20180611042941.JPG,300,300,0.01666666667,8,200,2018/06/11 04:29:41,2.82842712474619,FLASH       ,17,0.298538261891796
523,20180611042951.JPG,300,300,0.01666666667,8,200,2018/06/11 04:29:51,2.82842712474619,FLASH       ,17,0.298538261891796
524,20180611043001.JPG,300,300,0.01666666667,8,200,2018/06/11 04:30:01,2.82842712474619,FLASH       ,17,0.298538261891796
525,20180611043011.JPG,300,300,0.01666666667,8,200,2018/06/11 04:30:11,2.82842712474619,FLASH       ,17,0.298538261891796
526,20180611043021.JPG,300,300,0.01666666667,8,200,2018/06/11 04:30:21,2.82842712474619,FLASH       ,17,0.298538261891796
527,20180611043031.JPG,300,300,0.01666666667,8,200,2018/06/11 04:30:31,2.82842712474619,FLASH       ,17,0.298538261891796
528,20180611043041.JPG,300,300,0.01666666667,8,200,2018/06/11 04:30:41,2.82842712474619,FLASH       ,17,0.298538261891796
529,20180611043051.JPG,300,300,0.01666666667,8,200,2018/06/11 04:30:51,2.82842712474619,FLASH       ,17,0.298538261891796
